X,Y,Z,P,T,U,V,W,R,M,VelMag,Sound_speed,P_total,T_total,Enthalpy_total,Heat_release,Kn,U_x,U_y,U_z,V_x,V_y,V_z,Gamma,Prandtl,Y_plus,Qdot,Qdot_tran,Qdot_enthalpy,Nu,Cell_Re,CO2,CO,C2,O2,C,O
0.262134463,0.83716619,0,125481.438,2000,0,0,0,0.255163491,0,0,784.016113,125481.438,2000,-3133781.25,-5.26E+09,3.32E-07,-1812457.38,659680.75,0,-4979038,1812222.38,0,1.24951363,0.683390856,0.212229043,1227613.88,0,0,5361.47217,0.045035064,0.488418341,0.325668186,2.86E-17,0.153030246,8.82E-10,0.032883164
0.263763219,0.841641188,0,125486.109,2000,0,0,0,0.255181968,0,0,783.996338,125486.109,2000,-3134427.5,-5.27E+09,3.32E-07,-1813895.75,660204.312,0,-4982933,1813640.12,0,1.24949479,0.68339324,0.211391911,1228953.75,0,0,5367.17139,0.044680458,0.488632083,0.325532138,2.91E-17,0.152908072,8.97E-10,0.032927662
0.265392005,0.846116245,0,125494.125,2000,0,0,0,0.255208135,0,0,783.974731,125494.125,2000,-3135131.75,-5.28E+09,3.32E-07,-1815598.12,660824,0,-4987640,1815353.5,0,1.24947453,0.683395743,0.210570261,1230350,0,0,5373.1123,0.044333771,0.48885408,0.325390816,2.96E-17,0.15278326,9.12E-10,0.032971796
0.267020762,0.850591242,0,125501.898,2000,0,0,0,0.25523448,0,0,783.951904,125501.898,2000,-3135876,-5.29E+09,3.32E-07,-1817775.38,661616.5,0,-4993777.5,1817587.5,0,1.24945343,0.683398306,0.209773809,1231763.62,0,0,5379.12598,0.043998994,0.489082217,0.325245589,3.01E-17,0.152656287,9.28E-10,0.033015858
0.268649548,0.85506624,0,125504.859,2000,0,0,0,0.255251199,0,0,783.928711,125504.859,2000,-3136632.75,-5.31E+09,3.32E-07,-1820341.25,662550.5,0,-5000957,1820200.62,0,1.24943197,0.683400929,0.208990529,1233144.5,0,0,5384.99414,0.043671008,0.489313364,0.325098455,3.06E-17,0.152527824,9.43E-10,0.033060327
0.270278305,0.859541237,0,125501.055,2000,0,0,0,0.255254,0,0,783.905701,125501.055,2000,-3137381.75,-5.32E+09,3.32E-07,-1823103,663555.688,0,-5008545.5,1822962.88,0,1.24941063,0.683403611,0.208205655,1234457.62,0,0,5390.56445,0.043343592,0.489545584,0.324950606,3.11E-17,0.152398035,9.58E-10,0.033105727
0.271907091,0.864016235,0,125490.766,2000,0,0,0,0.25524348,0,0,783.883057,125490.766,2000,-3138120.25,-5.33E+09,3.32E-07,-1825866.62,664561.5,0,-5016159.5,1825734,0,1.24938941,0.683406234,0.2074112,1235692.62,0,0,5395.79199,0.043013446,0.489778787,0.32480216,3.16E-17,0.152266845,9.75E-10,0.033152174
0.273535848,0.868491232,0,125474.883,2000,0,0,0,0.255221575,0,0,783.860352,125474.883,2000,-3138861,-5.34E+09,3.32E-07,-1828396.25,665482.188,0,-5023152,1828278.88,0,1.24936819,0.683408916,0.206594855,1236848.12,0,0,5400.67041,0.042675532,0.490014166,0.324652314,3.22E-17,0.152134135,9.91E-10,0.033199344
0.275164604,0.87296629,0,125456.562,2000,0,0,0,0.255195111,0,0,783.836792,125456.562,2000,-3139628.5,-5.36E+09,3.32E-07,-1830583.25,666278.125,0,-5029179,1830472.25,0,1.24934626,0.683411717,0.205752879,1237964.75,0,0,5405.37549,0.042328399,0.490254581,0.324499279,3.27E-17,0.15199925,1.01E-09,0.033246853
0.276793391,0.877441287,0,125440.102,2000,0,0,0,0.255173385,0,0,783.811279,125440.102,2000,-3140457.75,-5.37E+09,3.32E-07,-1832312.88,666907.562,0,-5033932,1832202,0,1.24932289,0.683414578,0.204883158,1239089.62,0,0,5410.1123,0.041971311,0.490504295,0.324340314,3.33E-17,0.151861206,1.03E-09,0.03329416
