x,y,P,T,CO2,CO,C2,O2,C,O
0.035897922,0.005264141,138665.328,2000,0.680229008,2.03E-01,5.70E-19,1.15E-01,1.22E-12,0.001664232
0.036397196,0.005264141,138665.172,2000,0.677882791,2.05E-01,7.07E-19,1.15E-01,1.64E-12,0.001708355
0.036896475,0.005264141,138665.016,2000,0.675740063,2.06E-01,7.92E-19,1.16E-01,2.06E-12,0.001750272
0.037395749,0.005264141,138664.875,2000,0.673777103,2.08E-01,8.26E-19,1.17E-01,2.26E-12,0.001789992
0.037895028,0.005264141,138664.75,2000,0.671973348,2.09E-01,7.00E-19,1.17E-01,2.13E-12,0.001827493
0.038394302,0.005264141,138664.609,2000,0.670310676,2.10E-01,3.08E-19,1.18E-01,1.87E-12,0.001863009
0.038893577,0.005264141,138664.5,2000,0.668773293,2.11E-01,7.01E-20,1.19E-01,1.81E-12,0.001896606
0.039392855,0.005264141,138664.391,2000,0.667347252,2.12E-01,3.24E-19,1.19E-01,1.74E-12,0.001928335
0.03989213,0.005264141,138664.281,2000,0.666020513,2.13E-01,6.92E-19,1.19E-01,1.53E-12,0.001958317
0.040391408,0.005264141,138664.188,2000,0.664782286,2.13E-01,9.33E-19,1.20E-01,1.28E-12,0.00198663
0.040890683,0.005264141,138664.109,2000,0.663623214,2.14E-01,1.03E-18,1.20E-01,1.11E-12,0.002013344
0.041389957,0.005264141,138664.031,2000,0.662535071,2.15E-01,7.19E-19,1.21E-01,9.56E-13,0.002038497
0.041889235,0.005264141,138663.969,2000,0.661510527,2.15E-01,6.17E-19,1.21E-01,7.76E-13,0.002062461
0.04238851,0.005264141,138663.922,2000,0.660543144,2.16E-01,1.31E-18,1.21E-01,8.20E-13,0.002085208
0.042887788,0.005264141,138663.875,2000,0.65962708,2.17E-01,2.56E-18,1.22E-01,1.21E-12,0.002106678
0.043387063,0.005264141,138663.844,2000,0.658757448,2.17E-01,4.55E-18,1.22E-01,1.68E-12,0.002127178
0.043886337,0.005264141,138663.812,2000,0.657929599,2.18E-01,6.29E-18,1.22E-01,1.92E-12,0.002146609
0.044385616,0.005264141,138663.797,2000,0.657139778,2.18E-01,7.38E-18,1.23E-01,1.93E-12,0.002165167
0.04488489,0.005264141,138663.781,2000,0.656384408,2.19E-01,7.81E-18,1.23E-01,1.94E-12,0.002183057
0.045384169,0.005264141,138663.781,2000,0.655660212,2.19E-01,7.06E-18,1.23E-01,1.98E-12,0.002200092
0.045883443,0.005264141,138663.797,2000,0.654964447,2.20E-01,6.08E-18,1.23E-01,1.92E-12,0.002216305
0.046382718,0.005264141,138663.797,2000,0.654294729,2.20E-01,5.46E-18,1.23E-01,1.71E-12,0.002231917
0.046881996,0.005264141,138663.828,2000,0.653648794,2.20E-01,4.78E-18,1.24E-01,1.45E-12,0.002246974
0.047381271,0.005264141,138663.844,2000,0.653024673,2.21E-01,4.53E-18,1.24E-01,1.47E-12,0.002261641
0.047880549,0.005264141,138663.891,2000,0.65242058,2.21E-01,4.68E-18,1.24E-01,1.56E-12,0.002275863
0.048379824,0.005264141,138663.922,2000,0.651834846,2.22E-01,5.11E-18,1.24E-01,1.39E-12,0.002289553
0.048879098,0.005264141,138663.969,2000,0.651266038,2.22E-01,5.23E-18,1.25E-01,1.21E-12,0.002302617
