X,Y,Z,P,T,U,V,W,R,M,VelMag,Sound_speed,P_total,T_total,Enthalpy_total,Heat_release,Kn,U_x,U_y,U_z,V_x,V_y,V_z,Gamma,Prandtl,Y_plus,Qdot,Qdot_tran,Qdot_enthalpy,Nu,Cell_Re,CO2,CO,C2,O2,C,O
0.079712287,0.335965395,0,35448.9141,2000,0,0,0,0.09321069,0,0,667.975342,35448.9141,2000,-6817117,-579365.938,1.03E-06,-238462.891,86793.6875,0,-654906,238367.141,0,1.17316186,0.689432502,0.053662539,46642.4414,0,0,195.555969,0.002879409,0.992411137,0.004830963,2.85E-17,0.00093951,5.42E-11,0.00181833
0.081341058,0.340440392,0,35433.0469,2000,0,0,0,0.093162581,0,0,668.002625,35433.0469,2000,-6816268.5,-589644.812,1.03E-06,-239985.375,87347.8281,0,-659207.25,239932.656,0,1.17317724,0.689430952,0.054017942,46896.9453,0,0,196.623825,0.002917674,0.992319942,0.004889045,2.93E-17,0.000955595,5.55E-11,0.001835402
0.082969829,0.34491542,0,35416.2656,2000,0,0,0,0.09311191,0,0,668.03064,35416.2656,2000,-6815398,-600222.5,1.03E-06,-241475.25,87890.0938,0,-663434.938,241471.391,0,1.17319298,0.689429402,0.05436255,47146.3828,0,0,197.670456,0.002955018,0.992226362,0.004948616,3.01E-17,0.00097209,5.69E-11,0.001852915
0.084598601,0.349390417,0,35398.6211,2000,0,0,0,0.093058787,0,0,668.059326,35398.6211,2000,-6814504.5,-611141.938,1.03E-06,-242929.797,88419.4922,0,-667574.125,242977.922,0,1.17320919,0.689427853,0.054695841,47392.7695,0,0,198.70433,0.002991361,0.99213022,0.005009796,3.08E-17,0.000989028,5.84E-11,0.001870903
0.086227365,0.353865415,0,35380.1914,2000,0,0,0,0.093003437,0,0,668.088867,35380.1914,2000,-6813587,-622419.875,1.03E-06,-244346.953,88935.2891,0,-671613.688,244448.188,0,1.17322576,0.689426243,0.055017471,47638.4062,0,0,199.735092,0.003026643,0.992031634,0.005072578,3.14E-17,0.00100641,6.00E-11,0.001889361
0.087856136,0.358340442,0,35361.0859,2000,0,0,0,0.092946179,0,0,668.118958,35361.0859,2000,-6812649.5,-634051.25,1.03E-06,-245726.719,89437.4766,0,-675544.5,245878.844,0,1.17324269,0.689424634,0.055327248,47886.293,0,0,200.77533,0.00306082,0.991930842,0.00513675,3.16E-17,0.001024193,6.15E-11,0.001908211
0.089484908,0.36281544,0,35341.4414,2000,0,0,0,0.092887424,0,0,668.149475,35341.4414,2000,-6811701.5,-645955.25,1.03E-06,-247070.906,89926.7188,0,-679358.812,247267.141,0,1.17325997,0.689423025,0.05562507,48139.7812,0,0,201.83905,0.003093859,0.99182874,0.005201745,3.15E-17,0.001042261,6.30E-11,0.001927247
0.091113679,0.367290437,0,35321.3789,2000,0,0,0,0.092827581,0,0,668.179932,35321.3789,2000,-6810753,-657955,1.04E-06,-248377.516,90402.2734,0,-683051.688,248611.203,0,1.17327714,0.689421415,0.055910897,48400.1172,0,0,202.931519,0.003125734,0.991726458,0.005266834,3.09E-17,0.001060444,6.44E-11,0.00194622
0.092742443,0.371765465,0,35301.0312,2000,0,0,0,0.09276703,0,0,668.210266,35301.0312,2000,-6809808.5,-669899.062,1.04E-06,-249645.031,90863.6094,0,-686621.5,249910.484,0,1.17329419,0.689419806,0.056184813,48668,0,0,204.055649,0.003156434,0.991624534,0.005331729,3.02E-17,0.001078652,6.56E-11,0.001965059
0.094371215,0.376240462,0,35280.5273,2000,0,0,0,0.092706025,0,0,668.240845,35280.5273,2000,-6808858,-681848.438,1.04E-06,-250875.031,91311.2891,0,-690070.5,251165.812,0,1.17331147,0.689418137,0.056447048,48944.3086,0,0,205.215103,0.003185966,0.991521895,0.005397066,3.00E-17,0.001096993,6.68E-11,0.001984017
0.095999986,0.38071546,0,35259.9609,2000,0,0,0,0.092644677,0,0,668.272217,35259.9609,2000,-6807881,-694103.438,1.04E-06,-252068.094,91745.5156,0,-693403.188,252378.781,0,1.17332911,0.689416468,0.05669786,49228.4805,0,0,206.407578,0.00321434,0.991416574,0.005464126,3.04E-17,0.001115754,6.81E-11,0.002003538
0.097628757,0.385190487,0,35239.4023,2000,0,0,0,0.092583053,0,0,668.304932,35239.4023,2000,-6806863,-707004.312,1.04E-06,-253224.75,92166.5,0,-696624.188,253551.094,0,1.17334759,0.68941474,0.056937493,49518.9961,0,0,207.626694,0.003241567,0.991306841,0.005533949,3.13E-17,0.001135222,6.96E-11,0.00202393
0.099257521,0.389665484,0,35218.8789,2000,0,0,0,0.09252122,0,0,668.338989,35218.8789,2000,-6805804.5,-720674.688,1.04E-06,-254345.25,92574.3203,0,-699738.188,254684.484,0,1.17336679,0.689412951,0.057166208,49813.3359,0,0,208.861877,0.003267661,0.991192818,0.005606567,3.22E-17,0.001155481,7.12E-11,0.002045126
0.100886293,0.394140482,0,35198.3828,2000,0,0,0,0.092459291,0,0,668.373718,35198.3828,2000,-6804722.5,-734930.312,1.04E-06,-255430.125,92969.1797,0,-702750,255780.688,0,1.17338634,0.689411163,0.057384282,50108.4219,0,0,210.100266,0.003292639,0.991075993,0.00568094,3.29E-17,0.001176352,7.29E-11,0.002066712
0.102515064,0.398615509,0,35177.8828,2000,0,0,0,0.092397369,0,0,668.408508,35177.8828,2000,-6803641,-749387.438,1.04E-06,-256480.297,93351.3984,0,-705664.875,256841.594,0,1.173406,0.689409375,0.057592008,50401.0977,0,0,211.328568,0.00331652,0.990958869,0.005755489,3.31E-17,0.001197474,7.45E-11,0.002088148
0.104143836,0.403090507,0,35157.3398,2000,0,0,0,0.092335515,0,0,668.442505,35157.3398,2000,-6802581.5,-763649.188,1.04E-06,-257497.406,93721.5938,0,-708487.938,257869.078,0,1.1734252,0.689407647,0.05778968,50688.793,0,0,212.535965,0.003339326,0.990843773,0.005828746,3.30E-17,0.001218456,7.60E-11,0.002108986
0.1057726,0.407565504,0,35136.7188,2000,0,0,0,0.092273735,0,0,668.475403,35136.7188,2000,-6801558,-777439.5,1.04E-06,-258484.047,94080.6953,0,-711224.125,258864.953,0,1.17344368,0.689405978,0.05797758,50970.0898,0,0,213.716553,0.003361076,0.990732253,0.005899748,3.29E-17,0.001238996,7.75E-11,0.002128979
0.107401371,0.412040532,0,35116.0078,2000,0,0,0,0.092212051,0,0,668.506958,35116.0078,2000,-6800576.5,-790635.375,1.04E-06,-259443.453,94429.8828,0,-713877.75,259830.797,0,1.17346156,0.689404368,0.058155976,51244.8984,0,0,214.869888,0.003381792,0.990624964,0.005968056,3.29E-17,0.00125892,7.88E-11,0.002148049
0.109030142,0.416515529,0,35095.2305,2000,0,0,0,0.092150509,0,0,668.537109,35095.2305,2000,-6799637.5,-803211.75,1.04E-06,-260379,94770.3906,0,-716452.5,260767.906,0,1.1734786,0.689402819,0.058325131,51514.3164,0,0,216.00061,0.003401494,0.990522146,0.006033507,3.30E-17,0.00127814,8.01E-11,0.002166193
0.110658906,0.420990527,0,35074.4336,2000,0,0,0,0.092089273,0,0,668.565796,35074.4336,2000,-6798744,-815154.562,1.04E-06,-261293.766,95103.3359,0,-718951.188,261677.344,0,1.17349482,0.689401388,0.058485299,51780.3867,0,0,217.117264,0.003420202,0.990424097,0.006095932,3.30E-17,0.00129659,8.13E-11,0.00218338
0.112287678,0.425465554,0,35053.707,2000,0,0,0,0.092028588,0,0,668.592896,35053.707,2000,-6797899.5,-826408.438,1.04E-06,-262190.406,95429.6875,0,-721376.875,262560.188,0,1.17351019,0.689399958,0.058636773,52045.6562,0,0,218.230545,0.003437941,0.990331173,0.006155052,3.29E-17,0.001314188,8.24E-11,0.002199532
0.113916449,0.429940552,0,35033.1445,2000,0,0,0,0.091968745,0,0,668.618286,35033.1445,2000,-6797108,-836895.688,1.04E-06,-263071.344,95750.3125,0,-723733.5,263417.906,0,1.1735245,0.689398646,0.058779888,52312.7422,0,0,219.351364,0.003454744,0.990243912,0.006210626,3.24E-17,0.001330854,8.35E-11,0.002214591
0.115545221,0.434415549,0,35012.8633,2000,0,0,0,0.09191002,0,0,668.64209,35012.8633,2000,-6796367.5,-846589.75,1.05E-06,-263938.312,96065.8672,0,-726026.188,264252.375,0,1.17353797,0.689397395,0.058915008,52583.9219,0,0,220.489319,0.003470646,0.990162075,0.006262716,3.19E-17,0.001346575,8.43E-11,0.002228607
0.117173985,0.438890576,0,34992.9648,2000,0,0,0,0.091852613,0,0,668.66449,34992.9648,2000,-6795669,-855586.375,1.05E-06,-264792.875,96376.8984,0,-728261.062,265065.781,0,1.17355061,0.689396203,0.05904251,52860.8867,0,0,221.651489,0.003485684,0.990084827,0.006311885,3.14E-17,0.001361454,8.51E-11,0.002241797
0.118802756,0.443365574,0,34973.5312,2000,0,0,0,0.091796637,0,0,668.686035,34973.5312,2000,-6794997.5,-864115.875,1.05E-06,-265636.906,96684.1016,0,-730447,265861.406,0,1.17356288,0.68939501,0.059162833,53144.6719,0,0,222.842239,0.003499907,0.990010619,0.006359146,3.14E-17,0.001375719,8.59E-11,0.002254511
0.120431527,0.447840571,0,34954.625,2000,0,0,0,0.091742106,0,0,668.707336,34954.625,2000,-6794333,-872488.5,1.05E-06,-266472.688,96988.2969,0,-732595.125,266643.25,0,1.17357492,0.689393878,0.05927648,53436.4609,0,0,224.066544,0.003513367,0.989937365,0.006405774,3.18E-17,0.001389687,8.68E-11,0.002267162
0.122060299,0.452315599,0,34936.2969,2000,0,0,0,0.091689013,0,0,668.729004,34936.2969,2000,-6793658,-881037.688,1.05E-06,-267303.844,97290.8125,0,-734721,267417,0,1.1735872,0.689392686,0.059384123,53737.8555,0,0,225.331146,0.00352614,0.989863217,0.00645297,3.27E-17,0.001403681,8.78E-11,0.00228011
0.123689063,0.456790596,0,34918.5625,2000,0,0,0,0.091637321,0,0,668.751404,34918.5625,2000,-6792961,-890002.562,1.05E-06,-268137.594,97594.2734,0,-736848.938,268191.5,0,1.17359984,0.689391434,0.059486769,54048.918,0,0,226.636292,0.003538342,0.989786863,0.006501577,3.40E-17,0.001417961,8.90E-11,0.002293578
0.125317827,0.461265594,0,34901.4141,2000,0,0,0,0.091586985,0,0,668.774597,34901.4141,2000,-6792238,-899507.688,1.05E-06,-268972.625,97898.1953,0,-738978.875,268966.75,0,1.17361295,0.689390182,0.059584457,54369.3516,0,0,227.980774,0.003549974,0.989707828,0.006551895,3.56E-17,0.001432665,9.05E-11,0.002307599
0.126946598,0.465740621,0,34884.8516,2000,0,0,0,0.09153793,0,0,668.79895,34884.8516,2000,-6791481,-920306.25,1.05E-06,-269811.312,98203.4609,0,-741125.875,269748.188,0,1.17362666,0.689388871,0.05967778,54705.25,0,0,229.390152,0.003561104,0.989625216,0.006604488,3.72E-17,0.001447945,9.22E-11,0.002322342
0.12857537,0.470215619,0,34868.832,2000,0,0,0,0.091490142,0,0,668.823975,34868.832,2000,-6790700.5,-920306.25,1.05E-06,-270635.906,98503.5781,0,-743243.375,270518.906,0,1.17364085,0.6893875,0.059764918,55045.375,0,0,230.817276,0.003571513,0.98954004,0.006658697,3.87E-17,0.001463683,9.41E-11,0.002337551
0.130204141,0.474690616,0,34853.332,2000,0,0,0,0.091443747,0,0,668.848938,34853.332,2000,-6789924.5,-931204.75,1.05E-06,-271426.906,98791.4766,0,-745276.688,271258.938,0,1.17365503,0.689386129,0.05984379,55378.5234,0,0,232.215179,0.003580948,0.989455104,0.006712756,3.95E-17,0.00147951,9.60E-11,0.002352584
0.131832913,0.479165643,0,34838.332,2000,0,0,0,0.091398872,0,0,668.873047,34838.332,2000,-6789174,-941916.125,1.05E-06,-272189.594,99069.0703,0,-747245.75,271975.594,0,1.17366862,0.689384878,0.059915286,55708.9805,0,0,233.601791,0.003589511,0.989372611,0.006765263,3.96E-17,0.001495091,9.78E-11,0.002366978
0.133461684,0.483640641,0,34823.7812,2000,0,0,0,0.09135557,0,0,668.895386,34823.7812,2000,-6788477,-951967.5,1.05E-06,-272922.188,99335.6953,0,-749150.062,272668.688,0,1.17368126,0.689383686,0.059979454,56031.6133,0,0,234.955566,0.003597206,0.989295542,0.006814343,3.86E-17,0.001509954,9.94E-11,0.002380134
0.135090455,0.488115638,0,34809.625,2000,0,0,0,0.091313884,0,0,668.915222,34809.625,2000,-6787858,-960842.312,1.05E-06,-273632.219,99594.125,0,-751013.5,273346.938,0,1.17369258,0.689382613,0.060037322,56348.4141,0,0,236.284805,0.003604152,0.98922646,0.006858315,3.65E-17,0.001523614,1.01E-10,0.002391575
0.136719212,0.492590666,0,34795.8086,2000,0,0,0,0.09127377,0,0,668.932129,34795.8086,2000,-6787331.5,-968252.375,1.05E-06,-274329.219,99847.8125,0,-752868.875,274022.25,0,1.17370212,0.689381659,0.060090229,56664.4414,0,0,237.610733,0.003610509,0.989167094,0.0068961,3.37E-17,0.001535688,1.01E-10,0.002401072
0.138347983,0.497065663,0,34782.2383,2000,0,0,0,0.091235042,0,0,668.945862,34782.2383,2000,-6786903.5,-974065.625,1.05E-06,-275012.438,100096.484,0,-754717.25,274694.969,0,1.17370999,0.689380825,0.060138192,56975.7617,0,0,238.916809,0.003616277,0.989118278,0.006927181,3.06E-17,0.001545938,1.01E-10,0.002408565
0.139976755,0.501540661,0,34768.8125,2000,0,0,0,0.091197409,0,0,668.956421,34768.8125,2000,-6786572.5,-978275.375,1.05E-06,-275679.469,100339.258,0,-756551.438,275362.562,0,1.17371595,0.689380169,0.060180899,57278.4922,0,0,240.186752,0.003621417,0.989079952,0.006951571,2.77E-17,0.001554288,1.01E-10,0.002414139
0.141605526,0.506015658,0,34755.4297,2000,0,0,0,0.091160551,0,0,668.964111,34755.4297,2000,-6786332.5,-980982.875,1.05E-06,-276329.531,100575.859,0,-758371,276024.844,0,1.17372036,0.689379632,0.060218286,57570.5742,0,0,241.411942,0.003625919,0.98905158,0.006969655,2.52E-17,0.001560792,1.00E-10,0.002417958
0.143234298,0.510490656,0,34741.9727,2000,0,0,0,0.091124103,0,0,668.969177,34741.9727,2000,-6786174,-982325.438,1.05E-06,-276960.281,100805.43,0,-760169.125,276679.281,0,1.17372334,0.689379215,0.060250018,57848.4297,0,0,242.577362,0.003629743,0.989032209,0.006981982,2.33E-17,0.001565582,9.91E-11,0.002420206
0.144863069,0.514965653,0,34728.3242,2000,0,0,0,0.091087699,0,0,668.971863,34728.3242,2000,-6786090,-982440.375,1.05E-06,-277569.219,101027.062,0,-761937.312,277322.875,0,1.17372489,0.689378917,0.060275711,58108.6016,0,0,243.668533,0.003632841,0.989021003,0.006989118,2.17E-17,0.001568813,9.79E-11,0.002421048
0.14649184,0.519440711,0,34714.3906,2000,0,0,0,0.091051027,0,0,668.972351,34714.3906,2000,-6786072.5,-981443,1.05E-06,-278158.031,101241.359,0,-763677.125,277956.094,0,1.17372525,0.689378738,0.060295399,58350.5,0,0,244.683014,0.003635216,0.989017189,0.006991552,2.05E-17,0.001570638,9.65E-11,0.002420613
0.148120597,0.523915708,0,34700.0742,2000,0,0,0,0.091013812,0,0,668.970947,34700.0742,2000,-6786116,-979419.312,1.06E-06,-278732.219,101450.352,0,-765398.625,278582.656,0,1.17372441,0.689378679,0.06030947,58575.8984,0,0,245.62822,0.003636914,0.98902005,0.006989724,1.95E-17,0.001571192,9.50E-11,0.002419015
0.149749368,0.528390706,0,34685.2969,2000,0,0,0,0.090975776,0,0,668.967773,34685.2969,2000,-6786213.5,-976463.125,1.06E-06,-279296.156,101655.602,0,-767107,279204.469,0,1.17372274,0.689378619,0.060318135,58785.8711,0,0,246.508667,0.00363796,0.989028871,0.006984116,1.87E-17,0.001570609,9.35E-11,0.002416396
0.15137814,0.532865703,0,34670,2000,0,0,0,0.090936698,0,0,668.963196,34670,2000,-6786355,-972705.812,1.06E-06,-279851.781,101857.828,0,-768799.188,279820.375,0,1.17372012,0.689378738,0.06032129,58981.1914,0,0,247.327606,0.003638341,0.98904264,0.006975354,1.80E-17,0.001569042,9.19E-11,0.002412962
0.153006911,0.537340701,0,34654.1602,2000,0,0,0,0.090896435,0,0,668.957581,34654.1602,2000,-6786528.5,-968351.125,1.06E-06,-280400.969,102057.727,0,-770470.5,280428.656,0,1.17371702,0.689378798,0.060318805,59163.8828,0,0,248.093536,0.003638041,0.989060044,0.006964261,1.75E-17,0.001566681,9.02E-11,0.002408989
0.154635683,0.541815698,0,34637.7969,2000,0,0,0,0.09085492,0,0,668.951416,34637.7969,2000,-6786719.5,-963649.062,1.06E-06,-280946.25,102256.188,0,-772116.688,281027.812,0,1.17371356,0.689378977,0.060310606,59337.2891,0,0,248.820496,0.003637052,0.989079654,0.00695176,1.71E-17,0.001563753,8.86E-11,0.002404781
0.156264454,0.546290755,0,34620.9766,2000,0,0,0,0.090812244,0,0,668.945068,34620.9766,2000,-6786916,-958844.938,1.06E-06,-281490.219,102454.172,0,-773734.25,281616.562,0,1.17370999,0.689379156,0.060296688,59505.8086,0,0,249.526947,0.003635373,0.989100158,0.006938708,1.69E-17,0.001560486,8.71E-11,0.002400598
0.157893226,0.550765753,0,34603.8047,2000,0,0,0,0.090768613,0,0,668.938843,34603.8047,2000,-6787108,-954125.75,1.06E-06,-282035.125,102652.508,0,-775319.75,282193.625,0,1.17370653,0.689379275,0.060277093,59674.5586,0,0,250.23436,0.003633011,0.989120543,0.006925741,1.67E-17,0.001557077,8.56E-11,0.002396604
0.159521997,0.55524075,0,34586.4375,2000,0,0,0,0.090724416,0,0,668.932922,34586.4375,2000,-6787292.5,-949589.438,1.06E-06,-282582.781,102851.836,0,-776870.688,282758.125,0,1.17370319,0.689379394,0.060251944,59848.8906,0,0,250.965164,0.003629979,0.989140272,0.006913177,1.67E-17,0.001553659,8.42E-11,0.00239285
0.161150753,0.559715748,0,34569.0586,2000,0,0,0,0.09068013,0,0,668.927185,34569.0586,2000,-6787470,-945242.938,1.06E-06,-283134.156,103052.516,0,-778385.812,283309.562,0,1.17369998,0.689379513,0.060221423,60033.8203,0,0,251.740417,0.003626302,0.989159346,0.00690103,1.66E-17,0.001550288,8.29E-11,0.002389286
0.162779525,0.564190745,0,34551.8594,2000,0,0,0,0.090636283,0,0,668.92157,34551.8594,2000,-6787643.5,-941031.688,1.06E-06,-283689.312,103254.578,0,-779865.062,283847.969,0,1.17369688,0.689379632,0.060185775,60233.5469,0,0,252.577728,0.00362201,0.989178061,0.006889135,1.65E-17,0.001546963,8.16E-11,0.00238582
0.164408296,0.568665743,0,34535.0312,2000,0,0,0,0.09059339,0,0,668.916016,34535.0312,2000,-6787815.5,-936896.562,1.06E-06,-284247.594,103457.773,0,-781310.625,284374.094,0,1.17369378,0.689379692,0.060145296,60450.9648,0,0,253.489197,0.00361714,0.989196599,0.006877335,1.63E-17,0.001543661,8.04E-11,0.002382387
0.166037068,0.5731408,0,34518.7383,2000,0,0,0,0.090551905,0,0,668.910522,34518.7383,2000,-6787986,-932821.438,1.06E-06,-284807.562,103661.586,0,-782726.562,284889.438,0,1.17369068,0.689379752,0.06010031,60687.332,0,0,254.480148,0.003611731,0.989215016,0.006865612,1.61E-17,0.001540375,7.92E-11,0.002378981
0.167665839,0.577615798,0,34503.1133,2000,0,0,0,0.090512134,0,0,668.905151,34503.1133,2000,-6788153,-928842,1.06E-06,-285366.844,103865.148,0,-784117.75,285395.781,0,1.17368758,0.689379811,0.060051117,60942,0,0,255.547836,0.003605822,0.989233077,0.006854108,1.60E-17,0.001537133,7.80E-11,0.002375655
0.169294611,0.582090795,0,34488.2227,2000,0,0,0,0.090474248,0,0,668.899963,34488.2227,2000,-6788313,-925024.5,1.06E-06,-285922.938,104067.555,0,-785491.625,285895.844,0,1.17368472,0.689379811,0.059998058,61212.3594,0,0,256.681335,0.003599454,0.989250422,0.006843072,1.59E-17,0.001533993,7.69E-11,0.002372495
0.170923382,0.586565793,0,34474.0703,2000,0,0,0,0.090438202,0,0,668.895203,34474.0703,2000,-6788461,-921445.5,1.06E-06,-286472.844,104267.695,0,-786855.625,286392.281,0,1.17368197,0.689379811,0.059941378,61493.8984,0,0,257.861694,0.003592658,0.989266515,0.006832815,1.59E-17,0.001531033,7.59E-11,0.0023696
0.172552153,0.59104079,0,34460.5781,2000,0,0,0,0.090403765,0,0,668.890991,34460.5781,2000,-6788592.5,-918179.625,1.06E-06,-287011.844,104463.883,0,-788212.562,286886.156,0,1.17367959,0.689379811,0.059881102,61779.8828,0,0,259.06073,0.003585438,0.989280939,0.00682364,1.60E-17,0.001528334,7.50E-11,0.002367061
0.17418091,0.595515788,0,34447.6094,2000,0,0,0,0.090370558,0,0,668.88739,34447.6094,2000,-6788704.5,-915279.75,1.06E-06,-287536.281,104654.75,0,-789565.625,287378.656,0,1.17367756,0.689379752,0.059817214,62062.6992,0,0,260.246521,0.003577793,0.989293277,0.006815769,1.61E-17,0.001525961,7.41E-11,0.00236494
0.175809681,0.599990845,0,34434.9648,2000,0,0,0,0.090338051,0,0,668.88446,34434.9648,2000,-6788795.5,-912763.188,1.06E-06,-288044.75,104839.82,0,-790920.625,287871.844,0,1.17367589,0.689379752,0.059749778,62335.3633,0,0,261.38974,0.003569733,0.98930341,0.006809317,1.62E-17,0.001523953,7.34E-11,0.002363265
0.177438453,0.604465842,0,34422.4141,2000,0,0,0,0.090305619,0,0,668.882202,34422.4141,2000,-6788864.5,-910619.625,1.06E-06,-288537.344,105019.102,0,-792282,288367.312,0,1.1736747,0.689379632,0.059678782,62591.7227,0,0,262.4646,0.003561257,0.989311278,0.006804327,1.63E-17,0.001522328,7.27E-11,0.002362042
0.179067224,0.60894084,0,34409.7109,2000,0,0,0,0.090272643,0,0,668.880676,34409.7109,2000,-6788911.5,-908830.562,1.06E-06,-289015.125,105193,0,-793650.688,288865.5,0,1.17367375,0.689379573,0.059604123,62827.0508,0,0,263.451324,0.003552354,0.989316761,0.006800815,1.65E-17,0.001521091,7.21E-11,0.002361273
0.180695996,0.613415837,0,34396.6445,2000,0,0,0,0.090238549,0,0,668.879883,34396.6445,2000,-6788937,-907374.562,1.06E-06,-289480.25,105362.289,0,-795024.25,289365.438,0,1.17367339,0.689379513,0.059525605,63038.8984,0,0,264.33963,0.003543003,0.98931998,0.006798772,1.66E-17,0.001520245,7.16E-11,0.002360954
0.182324767,0.617890835,0,34383.0625,2000,0,0,0,0.09020295,0,0,668.8797,34383.0625,2000,-6788941,-906229,1.06E-06,-289935.75,105528.07,0,-796397.312,289865.188,0,1.17367327,0.689379454,0.059443012,63227.6875,0,0,265.131226,0.00353318,0.989320934,0.006798172,1.68E-17,0.001519784,7.12E-11,0.002361072
0.183953539,0.622365832,0,34368.8984,2000,0,0,0,0.090165667,0,0,668.880249,34368.8984,2000,-6788924.5,-905371.75,1.07E-06,-290385.094,105691.625,0,-797762.562,290362.094,0,1.17367351,0.689379394,0.059356138,63396.75,0,0,265.840149,0.003522861,0.989319682,0.006798971,1.70E-17,0.001519701,7.08E-11,0.002361611
0.185582295,0.626840889,0,34354.1758,2000,0,0,0,0.090126783,0,0,668.881409,34354.1758,2000,-6788888.5,-904785.062,1.07E-06,-290831.781,105854.195,0,-799112.312,290853.344,0,1.17367423,0.689379275,0.05926485,63551.8125,0,0,266.490387,0.003512033,0.989316344,0.006801113,1.72E-17,0.001519987,7.05E-11,0.002362548
0.187211066,0.631315887,0,34339.0156,2000,0,0,0,0.090086609,0,0,668.883118,34339.0156,2000,-6788834,-904455.75,1.07E-06,-291278.562,106016.82,0,-800439.812,291336.531,0,1.17367518,0.689379215,0.059169121,63700.0195,0,0,267.111908,0.003500697,0.98931098,0.006804512,1.73E-17,0.001520622,7.03E-11,0.002363854
0.188839838,0.635790884,0,34323.5938,2000,0,0,0,0.090045646,0,0,668.885376,34323.5938,2000,-6788763.5,-904366.062,1.07E-06,-291726.938,106180.008,0,-801739.875,291809.688,0,1.17367649,0.689379096,0.059069015,63848.5664,0,0,267.734863,0.003488861,0.989303887,0.006809016,1.75E-17,0.001521571,7.01E-11,0.002365476
0.190468609,0.640265882,0,34308.1328,2000,0,0,0,0.090004481,0,0,668.888062,34308.1328,2000,-6788680.5,-904481.062,1.07E-06,-292176.844,106343.766,0,-803010.5,292272.156,0,1.17367792,0.689378977,0.058964714,64003.3828,0,0,268.384155,0.003476551,0.989295483,0.006814391,1.76E-17,0.001522778,6.99E-11,0.002367336
0.192097381,0.64474088,0,34292.8281,2000,0,0,0,0.08996366,0,0,668.890991,34292.8281,2000,-6788588.5,-904751.062,1.07E-06,-292627.312,106507.727,0,-804254.188,292724.812,0,1.17367959,0.689378798,0.058856525,64168.2422,0,0,269.075531,0.003463805,0.989286065,0.00682038,1.77E-17,0.001524178,6.98E-11,0.002369356
0.193726152,0.649215877,0,34277.8164,2000,0,0,0,0.089923583,0,0,668.894043,34277.8164,2000,-6788492,-905131.875,1.07E-06,-293076.156,106671.086,0,-805476,293169.531,0,1.17368138,0.689378619,0.058744766,64344.0508,0,0,269.812866,0.003450663,0.989276052,0.006826742,1.78E-17,0.001525705,6.96E-11,0.00237146
0.195354924,0.653690875,0,34263.1641,2000,0,0,0,0.08988443,0,0,668.897217,34263.1641,2000,-6788394.5,-905578.312,1.07E-06,-293520.281,106832.742,0,-806682.812,293608.75,0,1.17368305,0.6893785,0.05862974,64528.5469,0,0,270.586609,0.003437163,0.989265919,0.006833199,1.79E-17,0.00152729,6.95E-11,0.002373562
0.196983695,0.658165932,0,34248.8281,2000,0,0,0,0.089846157,0,0,668.900146,34248.8281,2000,-6788302,-906008.625,1.07E-06,-293956.844,106991.625,0,-807882.188,294045.281,0,1.17368472,0.689378321,0.058511686,64716.9141,0,0,271.376617,0.003423336,0.989256203,0.006839372,1.79E-17,0.001528844,6.94E-11,0.002375531
0.198612452,0.662640929,0,34234.6836,2000,0,0,0,0.089808457,0,0,668.902771,34234.6836,2000,-6788220,-906303.812,1.07E-06,-294382.906,107146.695,0,-809078.438,294480.688,0,1.17368627,0.689378202,0.058390666,64903.1406,0,0,272.157593,0.003409191,0.989247561,0.006844872,1.79E-17,0.001530274,6.93E-11,0.002377241
0.200241223,0.667115927,0,34220.5508,2000,0,0,0,0.089770883,0,0,668.904968,34220.5508,2000,-6788151.5,-906366.312,1.07E-06,-294796.906,107297.375,0,-810273.688,294915.719,0,1.17368746,0.689378083,0.058266636,65081.2812,0,0,272.904694,0.003394725,0.989240289,0.006849518,1.80E-17,0.001531527,6.92E-11,0.00237864
0.201869994,0.671590924,0,34206.2227,2000,0,0,0,0.089732885,0,0,668.906799,34206.2227,2000,-6788093.5,-906189.312,1.07E-06,-295200.25,107444.18,0,-811471.562,295351.719,0,1.17368853,0.689378023,0.058139596,65247.1445,0,0,273.600281,0.003379939,0.98923403,0.00685349,1.82E-17,0.001532626,6.91E-11,0.00237981
0.203498766,0.676065922,0,34191.5273,2000,0,0,0,0.089693941,0,0,668.908569,34191.5273,2000,-6788039,-905869,1.07E-06,-295597.719,107588.852,0,-812678.5,295791.031,0,1.17368948,0.689377964,0.05800968,65398.1992,0,0,274.233765,0.003364851,0.989228189,0.00685721,1.84E-17,0.001533653,6.91E-11,0.002380906
0.205127537,0.680540919,0,34176.3477,2000,0,0,0,0.089653686,0,0,668.910461,34176.3477,2000,-6787979.5,-905519.938,1.07E-06,-295998.031,107734.555,0,-813906.625,296238,0,1.17369056,0.689377904,0.057877302,65541.6562,0,0,274.835388,0.003349512,0.989221871,0.006861247,1.87E-17,0.001534731,6.91E-11,0.002382132
0.206756309,0.685015976,0,34160.6211,2000,0,0,0,0.089611933,0,0,668.91272,34160.6211,2000,-6787909,-905318.75,1.07E-06,-296400.656,107881.094,0,-815141,296687.281,0,1.17369187,0.689377904,0.057741959,65677.5547,0,0,275.405365,0.003333866,0.98921442,0.006865977,1.90E-17,0.001535952,6.92E-11,0.002383612
