X,Y,Z,P,T,U,V,W,R,M,VelMag,Sound_speed,P_total,T_total,Heat_release,Kn,U_x,U_y,U_z,V_x,V_y,V_z,Gamma,Prandtl,Y_plus,Qdot,Qdot_tran,Qdot_enthalpy,Nu,Cell_Re,CO2,CO,C2,O2,C,O
0.015009199,0.019977195,0,138661.375,2000,0,0,0,0.316511422,0,0,728.83667,138661.375,2000,-98155456,2.83E-07,1069.37207,1010.57629,0,2967.83643,2803.87988,0,1.21217084,0.687912524,0.010478635,143997.812,0,0,620.986145,6.89E-05,0.686332405,0.199603483,3.24E-20,0.11247503,6.74E-13,0.00158904
0.015348196,0.01961834,0,138661.875,2000,0,0,0,0.316320509,0,0,729.115051,138661.875,2000,-99361960,2.83E-07,954.492554,902.080139,0,2878.67285,2719.70532,0,1.21236026,0.687898159,0.010288197,145305.078,0,0,626.70105,6.66E-05,0.684972048,0.200469479,3.13E-20,0.112952366,6.93E-13,0.001606077
0.015687192,0.019259485,0,138662.391,2000,0,0,0,0.316100031,0,0,729.436707,138662.391,2000,-100980360,2.83E-07,832.601379,786.958496,0,2772.02808,2619.02905,0,1.21257913,0.687881172,0.010068484,147015.344,0,0,634.166809,6.38E-05,0.683408439,0.201464862,6.55E-20,0.113497883,7.14E-13,0.001628793
0.016026188,0.018900631,0,138662.906,2000,0,0,0,0.315862417,0,0,729.783569,138662.906,2000,-103058016,2.83E-07,694.475281,656.565674,0,2654.23535,2507.76733,0,1.21281517,0.687862337,0.009818446,149085.234,0,0,643.1922,6.08E-05,0.681729674,0.202533528,1.46E-19,0.114080451,7.52E-13,0.001656291
0.016365185,0.018541776,0,138663.453,2000,0,0,0,0.315614104,0,0,730.146484,138663.453,2000,-105412552,2.83E-07,543.794861,514.224243,0,2513.23975,2374.72363,0,1.21306205,0.687842369,0.009521609,151494.906,0,0,653.690063,5.73E-05,0.679982543,0.203645721,1.44E-19,0.114683039,8.24E-13,0.00168862
0.016704181,0.01818292,0,138664,2000,0,0,0,0.315372348,0,0,730.500549,138664,2000,-108286000,2.83E-07,372.106415,352.183624,0,2356.42065,2226.54712,0,1.21330309,0.687823117,0.009178463,153791.062,0,0,663.699341,5.34E-05,0.678273678,0.20473361,6.19E-20,0.115274273,9.25E-13,0.001718425
0.017043179,0.017824065,0,138664.547,2000,0,0,0,0.315146506,0,0,730.831787,138664.547,2000,-110327656,2.83E-07,159.894333,151.853561,0,2222.54028,2099.95459,0,1.21352875,0.68780458,0.008817416,155994.828,0,0,673.305542,5.01E-05,0.676678479,0.205749094,3.23E-20,0.115824625,1.07E-12,0.001747781
0.017382175,0.01746521,0,138665.094,2000,0,0,0,0.314930558,0,0,731.148926,138665.094,2000,-113056728,2.84E-07,-50.9558525,-47.4703217,0,2086.99756,1972.04553,0,1.2137444,0.687785923,0.008442556,158340.344,0,0,683.519653,4.72E-05,0.675170004,0.206709355,3.49E-20,0.116337605,1.12E-12,0.001782984
0.017721171,0.017106356,0,138665.625,2000,0,0,0,0.31473127,0,0,731.441956,138665.625,2000,-115880352,2.84E-07,-247.240036,-232.850296,0,1922.95349,1817.14905,0,1.21394372,0.687768579,0.008033458,160476.797,0,0,692.82666,4.40E-05,0.67377758,0.207595766,3.42E-20,0.116810434,1.11E-12,0.001816173
0.018060168,0.016747501,0,138666.141,2000,0,0,0,0.314552873,0,0,731.704834,138666.141,2000,-118289144,2.84E-07,-457.23114,-431.16333,0,1757.48474,1660.78149,0,1.21412265,0.687753201,0.007606267,162369.859,0,0,701.076599,4.15E-05,0.67252636,0.208392292,3.91E-20,0.117236286,1.17E-12,0.001845034
0.018399164,0.016388645,0,138666.625,2000,0,0,0,0.314394921,0,0,731.937866,138666.625,2000,-120458040,2.84E-07,-661.88678,-624.583557,0,1594.61499,1506.96423,0,1.21428144,0.687739313,0.007179782,164117.953,0,0,708.693481,3.96E-05,0.671417654,0.209098071,4.72E-20,0.117613286,1.29E-12,0.001870942
0.018738162,0.01602979,0,138667.109,2000,0,0,0,0.314259201,0,0,732.13855,138667.109,2000,-122389568,2.84E-07,-875.376648,-826.105286,0,1412.07117,1334.62378,0,1.21441829,0.687727034,0.006700616,166096.891,0,0,717.299744,3.84E-05,0.670458078,0.209708944,5.88E-20,0.117941603,1.44E-12,0.001891348
0.019077158,0.015670935,0,138667.656,2000,0,0,0,0.314138055,0,0,732.318115,138667.656,2000,-123646136,2.84E-07,-1123.24829,-1060.1665,0,1194.77747,1129.50183,0,1.2145406,0.687715948,0.006125616,167669.25,0,0,724.143799,3.81E-05,0.669606984,0.21025075,7.11E-20,0.118229799,1.60E-12,0.001912456
0.019416153,0.015312081,0,138668.219,2000,0,0,0,0.3140288,0,0,732.480347,138668.219,2000,-125637808,2.84E-07,-1336.1925,-1261.65991,0,957.040039,904.923584,0,1.21465087,0.687705994,0.005562162,168685.406,0,0,728.580383,3.83E-05,0.668846428,0.210734889,8.21E-20,0.118483849,1.74E-12,0.001934788
0.019755151,0.014953226,0,138668.734,2000,0,0,0,0.313935667,0,0,732.618835,138668.734,2000,-127048528,2.84E-07,-1502.09717,-1418.38379,0,714.222473,675.580261,0,1.21474516,0.687697232,0.005106888,169836.234,0,0,733.592346,3.89E-05,0.668194473,0.211149916,9.01E-20,0.118702702,1.85E-12,0.001952861
0.020094147,0.014594371,0,138669.25,2000,0,0,0,0.313856602,0,0,732.736755,138669.25,2000,-128337440,2.84E-07,-1664.24207,-1571.57922,0,457.046478,432.705414,0,1.21482539,0.687689543,0.00483096,170933.219,0,0,738.365784,4.06E-05,0.667642236,0.211501464,9.36E-20,0.118886955,1.94E-12,0.001969287
0.020433145,0.014235516,0,138669.766,2000,0,0,0,0.313791305,0,0,732.834412,138669.766,2000,-129445560,2.84E-07,-1830.12366,-1728.22876,0,196.566727,186.600037,0,1.21489179,0.687682867,0.004895692,171961.703,0,0,742.83728,4.35E-05,0.667186975,0.211791307,9.72E-20,0.119037978,2.08E-12,0.001983726
0.020772141,0.013876661,0,138670.266,2000,0,0,0,0.313741863,0,0,732.908813,138670.266,2000,-130402304,2.84E-07,-1992.28735,-1881.49365,0,-68.6090469,-63.8237457,0,1.21494234,0.687677681,0.005272033,172733.812,0,0,746.194946,4.73E-05,0.66683805,0.212013394,1.06E-19,0.119154625,2.33E-12,0.001993868
0.021111136,0.013517805,0,138670.75,2000,0,0,0,0.313704282,0,0,732.965698,138670.75,2000,-130784680,2.84E-07,-2147.16333,-2027.77441,0,-332.894287,-313.561646,0,1.21498108,0.687673509,0.005799521,173249.016,0,0,748.4375,5.18E-05,0.666571081,0.212183341,1.11E-19,0.119243838,2.56E-12,0.002001669
0.021450134,0.013158951,0,138671.234,2000,0,0,0,0.313672185,0,0,733.014465,138671.234,2000,-131321248,2.84E-07,-2321.48535,-2192.33203,0,-572.824707,-540.307312,0,1.2150141,0.687669694,0.00641864,173769.469,0,0,750.699524,5.72E-05,0.666348338,0.212325156,1.07E-19,0.119315848,2.68E-12,0.002010617
0.02178913,0.012800096,0,138671.719,2000,0,0,0,0.31364578,0,0,733.054871,138671.719,2000,-131886712,2.84E-07,-2500.90283,-2361.89673,0,-796.125977,-751.275085,0,1.2150414,0.687666237,0.00704097,174403.625,0,0,753.449829,6.31E-05,0.666169405,0.212439045,9.77E-20,0.119371295,2.76E-12,0.002020187
0.022128128,0.012441241,0,138672.219,2000,0,0,0,0.313626647,0,0,733.084534,138672.219,2000,-132518112,2.84E-07,-2665.32031,-2517.24536,0,-1015.47614,-958.487854,0,1.21506119,0.687663317,0.007606938,175118.922,0,0,756.547058,6.89E-05,0.666044533,0.212518543,8.98E-20,0.119407207,2.83E-12,0.002029662
0.022467123,0.012082386,0,138672.719,2000,0,0,0,0.313615382,0,0,733.102539,138672.719,2000,-133054104,2.84E-07,-2822.41699,-2665.66919,0,-1229.66724,-1160.85803,0,1.21507287,0.687660813,0.008141506,175906.469,0,0,759.952148,7.47E-05,0.665979326,0.212560073,8.78E-20,0.11942105,2.90E-12,0.002039529
0.022806119,0.011723531,0,138673.25,2000,0,0,0,0.313612342,0,0,733.108459,138673.25,2000,-133741536,2.84E-07,-2976.28516,-2811.02295,0,-1428.25122,-1348.52979,0,1.21507621,0.687658906,0.008651003,176725,0,0,763.486694,8.05E-05,0.665976405,0.21256192,9.15E-20,0.119411685,2.97E-12,0.002049944
0.023145117,0.011364676,0,138673.797,2000,0,0,0,0.313621014,0,0,733.097168,138673.797,2000,-134363264,2.84E-07,-3124.55444,-2951.12427,0,-1611.45593,-1521.62805,0,1.21506763,0.687657773,0.009132812,177558.859,0,0,767.081543,8.62E-05,0.666057885,0.212510049,9.55E-20,0.119372621,3.05E-12,0.002059395
0.023484113,0.011005821,0,138674.359,2000,0,0,0,0.313645363,0,0,733.062866,138674.359,2000,-134864384,2.84E-07,-3252.10693,-3071.72925,0,-1799.1532,-1698.87134,0,1.21504343,0.687657952,0.009584864,178296.594,0,0,770.253601,9.16E-05,0.666249454,0.212388098,9.04E-20,0.119295895,3.13E-12,0.002066499
0.023823109,0.010646965,0,138674.922,2000,0,0,0,0.313691169,0,0,732.99707,138674.922,2000,-135085568,2.84E-07,-3341.14624,-3156.00977,0,-2012.10718,-1899.91968,0,1.21499789,0.687660158,0.010008285,178633.359,0,0,771.683716,9.67E-05,0.666586041,0.21217382,1.54E-19,0.119171858,3.23E-12,0.002068212
0.024162106,0.010288111,0,138675.453,2000,0,0,0,0.313762784,0,0,732.893311,138675.453,2000,-134714320,2.84E-07,-3398.68066,-3210.42261,0,-2238.33691,-2113.64868,0,1.2149266,0.687665164,0.010401618,178299.438,0,0,770.205872,0.000101382,0.667093515,0.211850777,5.17E-19,0.118993707,3.07E-12,0.002061955
0.024501102,0.009929256,0,138675.938,2000,0,0,0,0.313854367,0,0,732.760071,138675.938,2000,-133453376,2.84E-07,-3480.30054,-3287.2876,0,-2405.90137,-2272.34692,0,1.21483552,0.687672019,0.010765715,177539.375,0,0,766.878723,0.000105946,0.667733431,0.211443439,9.67E-19,0.118773647,3.06E-12,0.002049475
0.0248401,0.009570401,0,138676.422,2000,0,0,0,0.313956171,0,0,732.611877,138676.422,2000,-132291144,2.84E-07,-3589.35474,-3390.33862,0,-2577.3916,-2433.91553,0,1.2147342,0.687679589,0.011144225,176915.609,0,0,764.135925,0.00011125,0.668444812,0.210990548,1.06E-18,0.118529037,3.02E-12,0.002035546
0.025179096,0.009211546,0,138676.969,2000,0,0,0,0.31406346,0,0,732.455933,138676.969,2000,-130966280,2.84E-07,-3751.89722,-3543.46021,0,-2676.88306,-2528.85083,0,1.2146275,0.687687457,0.011499138,176475.953,0,0,762.18573,0.000116667,0.66919744,0.210511446,8.66E-19,0.118268788,2.83E-12,0.002022292
0.025518091,0.00885269,0,138677.625,2000,0,0,0,0.3141689,0,0,732.303162,138677.625,2000,-128448968,2.84E-07,-3957.02173,-3737.33594,0,-2753.20288,-2600.18286,0,1.21452308,0.687694907,0.01190275,176044.641,0,0,760.272522,0.000122652,0.669935942,0.210041329,4.11E-19,0.118012883,2.86E-12,0.00200982
0.025857089,0.008493836,0,138678.281,2000,0,0,0,0.314266354,0,0,732.162231,138678.281,2000,-128448968,2.84E-07,-4036.84229,-3813.55981,0,-2935.4502,-2772.31299,0,1.21442664,0.687702,0.012277821,175482.281,0,0,757.797729,0.000127703,0.67061621,0.209608272,7.71E-20,0.117777519,2.85E-12,0.001997961
0.026196085,0.008134981,0,138678.828,2000,0,0,0,0.314352036,0,0,732.038269,138678.828,2000,-127298776,2.84E-07,-4076.53613,-3850.5459,0,-3069.59375,-2899.41724,0,1.21434188,0.687708199,0.012547366,174929.969,0,0,755.372009,0.000131225,0.671215236,0.209226936,7.76E-20,0.117570065,2.87E-12,0.00198772
0.026535083,0.007776126,0,138679.359,2000,0,0,0,0.314420551,0,0,731.939453,138679.359,2000,-126425496,2.84E-07,-4184.22217,-3952.27026,0,-3136.271,-2962.52539,0,1.21427417,0.687712669,0.012831532,174801.703,0,0,754.785034,0.00013517,0.67169863,0.208919212,8.51E-20,0.117400274,2.90E-12,0.001981842
0.026874078,0.007417271,0,138679.891,2000,0,0,0,0.31446743,0,0,731.872253,138679.891,2000,-126016824,2.84E-07,-4298.15674,-4059.854,0,-3171.04175,-2995.48926,0,1.21422791,0.687715232,0.013101732,175156.312,0,0,756.29248,0.000138778,0.672037959,0.20870319,8.68E-20,0.11727687,2.93E-12,0.001981932
0.027213074,0.007058416,0,138680.406,2000,0,0,0,0.314492226,0,0,731.837341,138680.406,2000,-126153872,2.84E-07,-4421.46045,-4176.30713,0,-3179.27368,-3003.34766,0,1.21420324,0.687715709,0.013362261,176102,0,0,760.361023,0.000142207,0.672234595,0.20857802,8.35E-20,0.117197566,2.95E-12,0.001989777
0.027552072,0.006699561,0,138680.922,2000,0,0,0,0.314501852,0,0,731.824341,138680.922,2000,-127036224,2.84E-07,-4569.59619,-4316.08398,0,-3143.47974,-2969.78271,0,1.21419299,0.687714338,0.013607957,177854.25,0,0,767.916687,0.000145563,0.672346056,0.208507046,7.57E-20,0.117139339,2.97E-12,0.002007491
0.027891068,0.006340706,0,138681.453,2000,0,0,0,0.31451416,0,0,731.80719,138681.453,2000,-128755016,2.84E-07,-4772.24463,-4507.26562,0,-3019.89941,-2853.45532,0,1.21417892,0.687711895,0.013837162,180642.672,0,0,779.940369,0.000148981,0.672509074,0.208403304,6.82E-20,0.117050812,3.01E-12,0.002036791
0.028230066,0.005981851,0,138681.984,2000,0,0,0,0.314558417,0,0,731.742798,138681.984,2000,-131351632,2.84E-07,-4956.33105,-4681.54883,0,-2863.1189,-2705.19531,0,1.21413159,0.687709391,0.014038282,185145.828,0,0,799.344666,0.000151736,0.672937989,0.20813024,6.54E-20,0.116854914,3.11E-12,0.002076806
0.028569061,0.005622996,0,138682.125,2000,0,0,0,0.314688742,0,0,731.551331,138682.125,2000,-134328096,2.84E-07,-4635.24268,-4381.65039,0,-3465.96069,-3269.11499,0,1.21399832,0.687713027,0.014333425,189392.812,0,0,817.599548,0.000155538,0.673953354,0.207483858,2.17E-19,0.116467088,3.34E-12,0.002095629
0.028908057,0.005264141,0,138682.266,2000,0,0,0,0.315035611,0,0,731.047668,138682.266,2000,-133163064,2.84E-07,-1621.63196,-3797.08276,0,-1863.70789,-4352.50244,0,1.21366286,0.687725306,0.015738551,174408.922,0,0,752.795837,0.000192519,0.676092982,0.206121817,4.46E-19,0.115844026,3.05E-12,0.001941149
0.029408058,0.005264141,0,138682.656,2000,0,0,0,0.315177888,0,0,730.843384,138682.656,2000,-109600960,2.84E-07,1.44510794,-3239.59985,0,-1.26639092,-4961.74658,0,1.21352947,0.687714696,0.017042998,164771.453,0,0,711.154175,0.000228579,0.676872551,0.205625534,2.96E-19,0.115657121,2.97E-12,0.001844739
0.029909516,0.005264141,0,138683.047,2000,0,0,0,0.314817131,0,0,731.369568,138683.047,2000,-117508736,2.84E-07,3.19904685,-2405.13257,0,0.227773532,-5147.62842,0,1.21388233,0.687670171,0.01696866,177207.906,0,0,764.977112,0.00021959,0.67454648,0.207106292,8.89E-20,0.116376005,3.67E-12,0.001971175
0.030413896,0.005264141,0,138683.641,2000,0,0,0,0.3142986,0,0,732.1297,138683.641,2000,-128845936,2.84E-07,3.18327761,-1253.13269,0,-0.225179985,-5147.45508,0,1.2143966,0.68761903,0.016831733,186789.484,0,0,806.580078,0.000204945,0.671047151,0.209333926,1.26E-19,0.117518418,4.30E-12,0.002100443
0.03092267,0.005264141,0,138684.25,2000,0,0,0,0.313797534,0,0,732.867371,138684.25,2000,-138343184,2.84E-07,3.15752077,-99.1859283,0,-0.43505463,-5267.80322,0,1.21489835,0.687573314,0.017062377,193403.641,0,0,835.392334,0.000203713,0.667583585,0.211538821,1.51E-19,0.118677609,4.77E-12,0.002199955
0.031437319,0.005264141,0,138684.812,2000,0,0,0,0.313370258,0,0,733.498779,138684.812,2000,-145493520,2.84E-07,3.10277438,1052.71326,0,-0.514916182,-5442.70166,0,1.21532953,0.687535763,0.017521402,197864.766,0,0,854.887268,0.000213983,0.664584219,0.213448182,1.68E-19,0.119695731,5.09E-12,0.002271834
0.031959347,0.005264141,0,138685.281,2000,0,0,0,0.313022971,0,0,734.013489,138685.281,2000,-150707680,2.85E-07,2.83884168,2160.82471,0,-0.506079555,-5633.16895,0,1.21568191,0.687505901,0.018082066,200814.266,0,0,867.820496,0.000232406,0.662118673,0.215017751,1.77E-19,0.120540999,5.26E-12,0.002322573
0.03249028,0.005264141,0,138685.625,2000,0,0,0,0.312743217,0,0,734.428955,138685.625,2000,-154432080,2.85E-07,2.61971354,3195.70703,0,-0.434892327,-5811.50781,0,1.21596694,0.687482119,0.018654322,202881.172,0,0,876.908936,0.000255188,0.660118818,0.216290802,1.70E-19,0.121230446,5.32E-12,0.002359875
0.033031661,0.005264141,0,138685.844,2000,0,0,0,0.312510401,0,0,734.775024,138685.844,2000,-157397440,2.85E-07,2.50320601,4185.73779,0,-0.345569372,-5962.19092,0,1.21620452,0.687462032,0.019209864,204745.688,0,0,885.098999,0.000280189,0.65845561,0.217349604,1.39E-19,0.121802904,5.29E-12,0.002391851
0.033585072,0.005264141,0,138685.922,2000,0,0,0,0.312310755,0,0,735.071838,138685.922,2000,-160228704,2.85E-07,2.46491623,5166.86182,0,-0.253050834,-6080.20557,0,1.21640813,0.68744427,0.0197479,206554.031,0,0,893.028687,0.000306896,0.65703541,0.218253672,1.04E-19,0.122289188,5.26E-12,0.002421668
0.034152128,0.005264141,0,138685.844,2000,0,0,0,0.312141478,0,0,735.323181,138685.844,2000,-162823728,2.85E-07,2.11793256,6092.9458,0,-0.228239685,-6177.4917,0,1.21658087,0.687429726,0.020217842,208102.484,0,0,899.820435,0.00033374,0.65582943,0.21902141,1.06E-19,0.122703373,4.95E-12,0.00244576
0.03473448,0.005264141,0,138685.562,2000,0,0,0,0.311989248,0,0,735.548889,138685.562,2000,-164673200,2.85E-07,1.88060427,6922.45605,0,0.638323605,-6089.84473,0,1.21673596,0.687415421,0.020504626,209554.875,0,0,906.186646,0.000354913,0.654747248,0.219710305,1.45E-19,0.123074815,5.27E-12,0.002467586
0.035333835,0.005264141,0,138685.188,2000,0,0,0,0.311866254,0,0,735.730774,138685.188,2000,-167272736,2.85E-07,1.37212169,7615.53076,0,-0.6280725,-6091.69922,0,1.21686077,0.687403917,0.020804936,210115.688,0,0,908.67926,0.000375373,0.653881907,0.220261157,1.94E-19,0.123369046,6.04E-12,0.002487826
0.035951931,0.005264141,0,138684.766,2000,0,0,0,0.311795443,0,0,735.835022,138684.766,2000,-168615152,2.85E-07,0.794610918,8090.48145,0,0.390905082,-6140.32861,0,1.21693289,0.687399387,0.020993274,209756.734,0,0,907.17041,0.000391328,0.653365552,0.220589891,2.11E-19,0.123552933,5.93E-12,0.002491598
0.036590576,0.005264141,0,138684.234,2000,0,0,0,0.31176722,0,0,735.875793,138684.234,2000,-168082816,2.85E-07,0.377326339,8355.2959,0,0.375993222,-5966.04297,0,1.2169621,0.68739903,0.020923059,209153.172,0,0,904.582825,0.00039594,0.653130949,0.220739231,2.03E-19,0.123649247,5.54E-12,0.002480536
0.037251636,0.005264141,0,138683.656,2000,0,0,0,0.311771572,0,0,735.867798,138683.656,2000,-167205760,2.85E-07,0.207464308,8492.11328,0,0.521027267,-5754.47607,0,1.21695781,0.687401533,0.020813348,208099.547,0,0,900.029541,0.000396084,0.653129995,0.220739827,1.94E-19,0.123665467,5.33E-12,0.002464654
0.037937038,0.005264141,0,138683.047,2000,0,0,0,0.311798453,0,0,735.826111,138683.047,2000,-165812768,2.85E-07,0.338822603,8625.83203,0,0.589932859,-5483.42822,0,1.21693015,0.687405944,0.020684287,206988.547,0,0,895.21521,0.00039519,0.653292418,0.220636427,3.23E-19,0.123624951,5.18E-12,0.00244615
0.038648777,0.005264141,0,138682.375,2000,0,0,0,0.311836898,0,0,735.766846,138682.375,2000,-164470496,2.85E-07,0.132758334,8744.08594,0,0.730613053,-5148.76465,0,1.21689022,0.68741101,0.020528603,206139.125,0,0,891.524292,0.000392881,0.6535483,0.220473543,5.20E-19,0.123548537,5.06E-12,0.002429579
0.039388932,0.005264141,0,138681.672,2000,0,0,0,0.311880201,0,0,735.700195,138681.672,2000,-163435648,2.85E-07,-0.222335413,8718.66699,0,0.875012636,-4725.98389,0,1.21684504,0.687416077,0.020293534,205434.797,0,0,888.457092,0.000384521,0.653847039,0.220283359,3.65E-19,0.123454429,4.97E-12,0.002415116
0.040159669,0.005264141,0,138681.125,2000,0,0,0,0.311922669,0,0,735.635254,138681.125,2000,-162495008,2.85E-07,0.361954868,8760.16113,0,0.639636874,-4313.03467,0,1.21680069,0.687420607,0.020183122,204913.344,0,0,886.179993,0.000379181,0.654145718,0.220093235,1.68E-19,0.123357087,5.06E-12,0.002403924
0.040963225,0.005264141,0,138680.672,2000,0,0,0,0.311948538,0,0,735.595154,138680.672,2000,-161870112,2.85E-07,0.066532023,8880.46973,0,0.535108626,-3978.90137,0,1.21677291,0.687422633,0.020154484,205171.281,0,0,887.280151,0.000378409,0.654343665,0.219967231,1.92E-19,0.123286895,5.29E-12,0.002402186
0.041801952,0.005264141,0,138680.391,2000,0,0,0,0.311977744,0,0,735.550476,138680.391,2000,-162624688,2.85E-07,-0.445764333,8764.41699,0,0.558857143,-3653.58594,0,1.21674168,0.687423587,0.019990781,206086.172,0,0,891.217163,0.000369791,0.654576242,0.219819143,1.98E-19,0.123199575,5.19E-12,0.002404971
0.042678293,0.005264141,0,138680.328,2000,0,0,0,0.31204921,0,0,735.443787,138680.328,2000,-162744944,2.85E-07,-0.176830351,8573.07129,0,0.466243565,-3336.10864,0,1.21666813,0.687428236,0.019850507,206027.547,0,0,890.921143,0.000358891,0.655095398,0.219488695,1.59E-19,0.123018391,4.79E-12,0.002397505
0.043594807,0.005264141,0,138680.422,2000,0,0,0,0.31218034,0,0,735.249146,138680.422,2000,-161281120,2.85E-07,-0.234591186,8439.21387,0,0.310341954,-3085.41309,0,1.21653485,0.687439203,0.019803492,204400.5,0,0,883.8125,0.000351242,0.656015694,0.218902811,1.16E-18,0.122707725,4.37E-12,0.002373705
0.044554167,0.005264141,0,138680.719,2000,0,0,0,0.312380433,0,0,734.953003,138680.719,2000,-158345008,2.85E-07,-0.124521397,8318.27246,0,0.164499968,-2925.50244,0,1.21633208,0.687456131,0.019848298,202067.859,0,0,873.617737,0.000345474,0.657413244,0.218013152,2.58E-18,0.122237138,3.91E-12,0.002336417
0.045559172,0.005264141,0,138681.219,2000,0,0,0,0.312656194,0,0,734.545776,138681.219,2000,-154393296,2.85E-07,-0.183262274,8208.50293,0,-0.035888985,-2881.52612,0,1.21605361,0.687479973,0.019970965,198913.578,0,0,859.835022,0.000341745,0.65933156,0.216791958,2.90E-18,0.121592559,3.65E-12,0.002283855
0.046612755,0.005264141,0,138681.859,2000,0,0,0,0.313019842,0,0,734.009949,138681.859,2000,-148820416,2.85E-07,-0.300341755,8027.62109,0,-0.173037201,-2960.44189,0,1.21568775,0.6875121,0.020079078,194601.641,0,0,841.010437,0.000337141,0.661848247,0.215189859,2.85E-18,0.120750092,3.64E-12,0.002211744
0.047717985,0.005264141,0,138682.484,2000,0,0,0,0.31348148,0,0,733.330688,138682.484,2000,-141696544,2.84E-07,-0.622305453,7664.97998,0,-0.273628861,-3135.47217,0,1.21522439,0.687553704,0.020117849,189303.375,0,0,817.885071,0.000327499,0.665045857,0.213154316,2.73E-18,0.119676501,3.43E-12,0.002123309
0.048878092,0.005264141,0,138682.891,2000,0,0,0,0.314062744,0,0,732.47699,138682.891,2000,-133207800,2.84E-07,-0.968490779,7011.36523,0,-0.396379322,-3410.52417,0,1.21464252,0.687606692,0.019923493,182694.359,0,0,789.05542,0.000309715,0.669072747,0.210590824,1.74E-18,0.118321203,3.07E-12,0.002015191
0.050096456,0.005264141,0,138682.953,2000,0,0,0,0.314821392,0,0,731.365784,138682.953,2000,-123102088,2.84E-07,-1.08696008,6128.80176,0,-0.491788507,-3792.35303,0,1.21388674,0.687675238,0.019418187,173870.078,0,0,750.602905,0.000287871,0.674318254,0.207251564,1.05E-18,0.116554029,2.73E-12,0.001876088
0.051376633,0.005264141,0,138682.391,2000,0,0,0,0.315855682,0,0,729.856689,138682.391,2000,-110569088,2.83E-07,-1.21074891,5093.35938,0,-0.31144768,-4151.78076,0,1.2128619,0.687766254,0.018679518,162390.172,0,0,700.608704,0.000264093,0.681481957,0.202691212,6.56E-19,0.114123948,2.26E-12,0.001702811
0.052722361,0.005264141,0,138681.062,2000,0,0,0,0.317264855,0,0,727.813477,138681.062,2000,-95748296,2.83E-07,-1.00272095,4049.9126,0,-0.367217273,-4473.14404,0,1.2114768,0.68788445,0.017864782,148594.016,0,0,640.539856,0.000244344,0.691273093,0.19645828,2.71E-19,0.110764906,1.76E-12,0.001503679
0.054137562,0.005264141,0,138678.922,2000,0,0,0,0.319105566,0,0,725.168518,138678.922,2000,-80096224,2.82E-07,-0.755062521,3180.60059,0,-0.489727497,-4900.04395,0,1.20968878,0.68802911,0.017085658,133267.922,0,0,573.826477,0.000238529,0.704079092,0.188306093,4.39E-19,0.106317796,1.22E-12,0.001296962
0.055626363,0.005264141,0,138675.891,2000,0,0,0,0.321371615,0,0,721.950439,138675.891,2000,-65331044,2.81E-07,-0.526689112,2515.23462,0,-0.428001404,-5377.81299,0,1.20752251,0.688192964,0.016218547,117801.781,0,0,506.52124,0.000244472,0.719807863,0.178293318,3.52E-19,0.100795612,7.57E-13,0.001103175
0.057193112,0.005264141,0,138671.969,2000,0,0,0,0.323892981,0,0,718.418701,138671.969,2000,-52565668,2.80E-07,-0.535676181,1932.82251,0,-0.132573754,-5680.83643,0,1.20515871,0.688358605,0.01504009,103394.508,0,0,443.875305,0.000249589,0.737186909,0.16722995,2.28E-19,0.094646022,4.70E-13,0.000937049
0.058842376,0.005264141,0,138667.391,2000,0,0,0,0.326191902,0,0,715.241089,138667.391,2000,-42445336,2.79E-07,-0.697496593,1219.849,0,0.3206397,-5565.61719,0,1.20304465,0.688494682,0.013452713,92411.1719,0,0,396.144867,0.000239485,0.752906382,0.157223091,1.60E-19,0.089049578,3.28E-13,0.000820896
0.060578968,0.005264141,0,138662.484,2000,0,0,0,0.327706069,0,0,713.165283,138662.484,2000,-36764052,2.78E-07,-0.829654276,292.569702,0,0.811865628,-4871.67041,0,1.20166945,0.688574135,0.011502371,87214.9375,0,0,373.504944,0.000207296,0.763242126,0.150643453,1.40E-19,0.085342921,2.91E-13,0.000771449
0.062407956,0.005264141,0,138657.75,2000,0,0,0,0.328285277,0,0,712.366333,138657.75,2000,-35404908,2.78E-07,-0.821545541,-759.233093,0,1.28903818,-3525.15845,0,1.20114005,0.688597262,0.010330586,88189.3984,0,0,377.532623,0.000156147,0.767286718,0.148068726,1.46E-19,0.083866425,2.74E-13,0.000778117
0.064334668,0.005264141,0,138653.984,2000,0,0,0,0.328264594,0,0,712.381042,138653.984,2000,-36977040,2.78E-07,-0.363468945,-1545.05493,0,1.28306615,-1801.82849,0,1.2011466,0.688587964,0.010964191,92093.4297,0,0,394.240173,0.000106458,0.767331421,0.148040265,7.72E-20,0.083804831,1.30E-13,0.000823469
0.066364735,0.005264141,0,138651.641,2000,0,0,0,0.328128994,0,0,712.555603,138651.641,2000,-40489656,2.78E-07,-0.10193935,-1868.13281,0,1.18851984,-61.6185722,0,1.20125902,0.688573182,0.012405476,96707.5078,0,0,414.017365,8.80E-05,0.766568065,0.148526192,5.00E-21,0.084037684,1.03E-15,0.000868015
