0,7.464155529
0.198247746,7.464155529
7.508189266,7.464155529
13.65209297,7.483596598
29.44511948,7.503037667
35.87786802,7.503037667
41.13747309,7.483596598
46.97832065,7.444714459
51.63891909,7.347509113
56.00356704,7.230862697
59.77631401,7.075334143
62.08351986,6.90036452
65.53544655,6.589307412
68.99447891,6.317132442
71.27681496,6.006075334
74.13328786,5.636695018
78.11671747,5.034021871
80.94832058,4.52855407
84.94240867,3.984204131
87.51358956,3.653705954
89.49997513,3.323207776
91.51833614,3.167679222
93.2194297,2.876063183
95.23779071,2.720534629
96.96375406,2.565006075
98.10847491,2.428918591
99.83621468,2.283110571
101.8634578,2.17618469
102.7193338,2.059538275
104.4559556,1.962332928
107.6368016,1.767922236
111.4024429,1.573511543
114.3051026,1.456865128
118.0707439,1.262454435
125.3380515,1.029161604
132.3236199,0.854191981
141.0671271,0.698663426
148.6445965,0.562575942
153.3194063,0.543134872
163.2360569,0.407047388
169.6616998,0.368165249
171.706707,0.358444714
174.9035407,0.251518834
180.1453817,0.134872418
185.4014339,0.095990279
193.0002203,0.07654921
207.035308,0.07654921
219.8972522,0.057108141
274.8680125,0.057108141
